LMGT3,#27,Heart of Racing,Aston Martin Vantage AMR GT3 Evo,,98,89,,4,,29
LMGT3,#777,D'Station Racing,Aston Martin Vantage AMR GT3 Evo,,96,86,,2,,28
LMGT3,#31,Team WRT,BMW M4 GT3 Evo,,99,88,,3,,28
LMGT3,#46,Team WRT,BMW M4 GT3 Evo,,99,87,,3,,27
LMGT3,#54,AF Corse,Ferrari 296 GT3,,98,86,,3,,27
LMGT3,#55,AF Corse,Ferrari 296 GT3,,98,87,,3,,28
LMGT3,#59,United Autosports,McLaren 720S GT3 Evo,,97,89,,4,,28
LMGT3,#95,United Autosports,McLaren 720S GT3 Evo,,97,86,,2,,27
LMGT3,#60,Iron Lynx,Lamborghini Huracan GT3 Evo 2,,97,88,,3,,26
LMGT3,#85,Iron Dames,Lamborghini Huracan GT3 Evo 2,,97,90,,5,,22
LMGT3,#77,Proton Competition,Ford Mustang GT3,,98,87,,3,,28
LMGT3,#88,Proton Competition,Ford Mustang GT3,,98,88,,3,,27
LMGT3,#78,Akkodis ASP Team,Lexus RC F GT3,,96,86,,2,,28
LMGT3,#87,Akkodis ASP Team,Lexus RC F GT3,,96,86,,2,,28
LMGT3,#81,TF Sport,Corvette Z06 GT3.R,,98,88,,3,,29
LMGT3,#82,TF Sport,Corvette Z06 GT3.R,,98,89,,2,,28
LMGT3,#91,Manthey EMA,Porsche 911 GT3 R,,100,89,,4,,27
LMGT3,#92,Manthey PureRxing,Porsche 911 GT3 R,,100,90,,5,,29
LMGT3,#4,Team HRT,Mercedes-AMG GT3 Evo,,98,88,,3,,26
LMGT3,#130,Winward Racing,Mercedes-AMG GT3 Evo,,99,89,,5,,28
