GTP,#5,Proton Competition,Porsche 963,,97,98,,2,,28
GTP,#6,Porsche Penske Motorsport,Porsche 963,,100,99,,4,,29
GTP,#7,Porsche Penske Motorsport,Porsche 963,,100,99,,4,,29
GTP,#10,Cadillac Wayne Taylor Racing,Cadillac V-Series.R,,99,98,,4,,30
GTP,#40,Cadillac Wayne Taylor Racing,Cadillac V-Series.R,,99,98,,4,,28
GTP,#23,Heart of Racing,Aston Martin Valkyrie LMH,,98,98,,3,,27
GTP,#24,BMW M Team RLL,BMW M Hybrid V8,,98,98,,2,,27
GTP,#25,BMW M Team RLL,BMW M Hybrid V8,,98,98,,3,,28
GTP,#31,Cadillac Whelen,Cadillac V-Series.R,,100,99,,5,,29
GTP,#60,Meyer Shank Racing,Acura ARX-06,,99,99,,3,,27
GTP,#93,Meyer Shank Racing,Acura ARX-06,,99,97,,3,,28
GTP,#63,Lamborghini - Iron Lynx,Lamborghini SC63,,97,97,,2,,27
GTP,#85,JDC-Miller Motorsports,Porsche 963,,99,97,,2,,28
