GT4,#13,McCumbee McAleer Racing,Ford Mustang GT4,,98,87,,2,,27
GT4,#19,Van der Steur Racing,Aston Martin Vantage AMR GT4,,98,90,,4,,26
GT4,#30,Team Parker Motorsport,Mercedes-AMG GT4,,98,87,,3,,28
GT4,#47,Forsetti Motorsport,Aston Martin Vantage AMR GT4,,99,89,,4,,30
GT4,#74,Forsetti Motorsport,Aston Martin Vantage AMR GT4,,99,90,,3,,25
GT4,#50,TGR Team Hattori Motorsports,Toyota Supra GR GT4,,98,88,,3,,29
GT4,#57,Winward Racing,Mercedes-AMG GT4,,99,89,,5,,30
GT4,#61,Skip Barber Racing AMR,Aston Martin Vantage AMR GT4,,97,89,,4,,26
GT4,#70,Optimum Motorsport,McLaren Artura GT4,,98,90,,3,,26
GT4,#71,RAM Racing,Mercedes-AMG GT4,,99,89,,4,,26
GT4,#90,Automatic Racing AMR,Aston Martin Vantage AMR GT4,,99,90,,4,,26
GT4,#91,Kellymoss with Riley,Porsche 718 Cayman GT4 RS Clubsport,,97,89,,5,,29
GT4,#96,Turner Motorsport,BMW M4 GT4,,97,87,,4,,28
GT4,#97,Turner Motorsport,BMW M4 GT4,,97,87,,5,,30
